Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,id
16,1930-07-21,331.0,Grenoble,Evian,Mountain,André Leducq,FRA,43
17,1930-07-23,282.0,Evian,Belfort,Mountain,Frans Bonduel,BEL,234
18,1930-07-24,223.0,Belfort,Metz,Flat,Charles Pélissier,FRA,104
19,1930-07-25,159.0,Metz,Charleville,Flat,Charles Pélissier,FRA,104
20,1930-07-26,271.0,Charleville,Malo-les-Bains,Flat,Charles Pélissier,FRA,104
21,1930-07-27,300.0,Malo-les-Bains,Paris,Flat,Charles Pélissier,FRA,104
1,1929-06-30,206.0,Paris,Caen,Flat,Aimé Dossche,BEL,12
2,1929-07-01,140.0,Caen,Cherbourg,Flat,André Leducq,FRA,43
3,1929-07-02,199.0,Cherbourg,Dinan,Flat,Omer Taverne,BEL,623
4,1929-07-03,206.0,Dinan,Brest,Flat,Louis Delannoy,BEL,494
5,1929-07-04,208.0,Brest,Vannes,Flat,Gustaaf van Slembrouck,BEL,311
6,1929-07-05,206.0,Vannes,Les Sables d'Olonne,Flat,Paul Le Drogo,FRA,644
7,1929-07-06,285.0,Les Sables d'Olonne,Bordeaux,Flat,Nicolas Frantz,LUX,612
8,1929-07-07,182.0,Bordeaux,Bayonne,Flat,Julien Moineau,FRA,453
9,1929-07-09,363.0,Bayonne,Luchon,Mountain,Salvador Cardona,ESP,760
10,1929-07-11,323.0,Luchon,Perpignan,Mountain,Jef Demuysere,BEL,393
11,1929-07-13,366.0,Perpignan,Marseille,Flat,André Leducq,FRA,43
12,1929-07-15,191.0,Marseille,Cannes,Time Trial,Marcel Bidot,FRA,533
13,1929-07-16,133.0,Cannes,Nice,Mountain,Benoît Fauré,FRA,72
14,1929-07-18,333.0,Nice,Grenoble,Mountain,Gaston Rebry,BEL,255
15,1929-07-20,329.0,Grenoble,Evian,Mountain,Julien Vervaecke,BEL,456
16,1929-07-22,283.0,Evian,Belfort,Mountain,Charles Pélissier,FRA,104
17,1929-07-23,145.0,Belfort,Strasbourg,Flat,André Leducq,FRA,43
18,1929-07-24,165.0,Strasbourg,Metz,Flat,André Leducq,FRA,43
19,1929-07-25,159.0,Metz,Charleville,Time Trial,Bernard van Rysselberghe,BEL,82
20,1929-07-26,270.0,Charleville,Malo-les-Bains,Time Trial,Maurice Dewaele,BEL,573
21,1929-07-27,234.0,Malo-les-Bains,Dieppe,Flat,André Leducq,FRA,43
22,1929-07-28,332.0,Dieppe,Paris,Flat,Nicolas Frantz,LUX,612
1,1928-06-17,207.0,Paris,Caen,Time Trial,Nicolas Frantz,LUX,612
2,1928-06-18,140.0,Caen,Cherbourg,Time Trial,André Leducq,FRA,43
3,1928-06-19,199.0,Cherbourg,Dinan,Time Trial,Gaston Rebry,BEL,255
4,1928-06-20,206.0,Dinan,Brest,Time Trial,Pé Verhaegen,BEL,682
5,1928-06-21,208.0,Brest,Vannes,Time Trial,Marcel Bidot,FRA,533
6,1928-06-22,204.0,Vannes,Les Sables d'Olonne,Time Trial,Nicolas Frantz,LUX,612
7,1928-06-23,285.0,Les Sables d'Olonne,Bordeaux,Time Trial,Victor Fontan,FRA,829
8,1928-06-24,225.0,Bordeaux,Hendaye,Time Trial,Maurice Dewaele,BEL,573
9,1928-06-26,387.0,Hendaye,Luchon,Mountain,Victor Fontan,FRA,829
10,1928-06-28,323.0,Luchon,Perpignan,Mountain,André Leducq,FRA,43
11,1928-06-30,363.0,Perpignan,Marseille,Flat,André Leducq,FRA,43
12,1928-07-02,330.0,Marseille,Nice,Mountain,Nicolas Frantz,LUX,612
13,1928-07-04,333.0,Nice,Grenoble,Mountain,Antonin Magne,FRA,47
14,1928-07-06,329.0,Grenoble,Evian,Mountain,Julien Moineau,FRA,453
15,1928-07-08,213.0,Evian,Pontarlier,Time Trial,Pierre Magne,FRA,667
16,1928-07-09,119.0,Pontarlier,Belfort,Time Trial,André Leducq,FRA,43
17,1928-07-10,145.0,Belfort,Strasbourg,Time Trial,Joseph Mauclair,FRA,423
18,1928-07-11,165.0,Strasbourg,Metz,Time Trial,Nicolas Frantz,LUX,612
19,1928-07-12,159.0,Metz,Charleville,Time Trial,Marcel Huot,FRA,538
20,1928-07-13,271.0,Charleville,Malo-les-Bains,Time Trial,Maurice Dewaele,BEL,573
21,1928-07-14,234.0,Malo-les-Bains,Dieppe,Time Trial,Antonin Magne,FRA,47
22,1928-07-15,331.0,Dieppe,Paris,Flat,Nicolas Frantz,LUX,612
1,1927-06-19,180.0,Paris,Dieppe,Time Trial,Francis Pélissier,FRA,228
2,1927-06-20,103.0,Dieppe,Le Havre,Time Trial,Maurice Dewaele,BEL,573
3,1927-06-21,225.0,Le Havre,Caen,Time Trial,Hector Martin,BEL,318
4,1927-06-22,140.0,Caen,Cherbourg,Time Trial,Camille van de Casteele,BEL,96
5,1927-06-23,199.0,Cherbourg,Dinan,Time Trial,Ferdinand Le Drogo,FRA,212
6,1927-06-24,206.0,Dinan,Brest,Time Trial,André Leducq,FRA,43
7,1927-06-25,207.0,Brest,Vannes,Time Trial,Gustaaf van Slembrouck,BEL,311
8,1927-06-26,204.0,Vannes,Les Sables d'Olonne,Time Trial,Raymond Decorte,BEL,690
9,1927-06-27,285.0,Les Sables d'Olonne,Bordeaux,Time Trial,Adelin Benoit,BEL,3
10,1927-06-28,189.0,Bordeaux,Bayonne,Flat,Pé Verhaegen,BEL,682
11,1927-06-30,326.0,Bayonne,Luchon,Mountain,Nicolas Frantz,LUX,612
12,1927-07-02,323.0,Luchon,Perpignan,Mountain,Gustaaf van Slembrouck,BEL,311
13,1927-07-04,360.0,Perpignan,Marseille,Flat,Maurice Dewaele,BEL,573
14,1927-07-05,120.0,Marseille,Toulon,Time Trial,Antonin Magne,FRA,47
15,1927-07-06,220.0,Toulon,Nice,Mountain,Nicolas Frantz,LUX,612
16,1927-07-08,275.0,Nice,Briançon,Mountain,Julien Vervaecke,BEL,456
17,1927-07-09,283.0,Briançon,Evian,Mountain,Pé Verhaegen,BEL,682
18,1927-07-11,213.0,Evian,Pontarlier,Time Trial,Adelin Benoit,BEL,3
19,1927-07-12,119.0,Pontarlier,Belfort,Time Trial,Maurice Geldhof,BEL,576
20,1927-07-13,145.0,Belfort,Strasbourg,Time Trial,Raymond Decorte,BEL,690
21,1927-07-14,165.0,Strasbourg,Metz,Time Trial,Nicolas Frantz,LUX,612
22,1927-07-15,159.0,Metz,Charleville,Time Trial,Hector Martin,BEL,318
23,1927-07-16,270.0,Charleville,Dunkerque,Time Trial,André Leducq,FRA,43
24,1927-07-17,344.0,Dunkerque,Paris,Flat,André Leducq,FRA,43
1,1926-06-20,373.0,Evian,Mülhausen,Flat,Jules Buysse,BEL,447
2,1926-06-22,334.0,Mülhausen,Metz,Flat,Aimé Dossche,BEL,12
3,1926-06-24,433.0,Metz,Dunkerque,Flat,Gustaaf van Slembrouck,BEL,311
4,1926-06-26,361.0,Dunkerque,Le Havre,Flat,Félix Sellier,BEL,252
5,1926-06-28,357.0,Le Havre,Cherbourg,Flat,Adelin Benoit,BEL,3
6,1926-06-30,405.0,Cherbourg,Brest,Flat,Joseph van Dam,BEL,427
7,1926-07-02,412.0,Brest,Les Sables d'Olonne,Flat,Nicolas Frantz,LUX,612
8,1926-07-03,285.0,Les Sables d'Olonne,Bordeaux,Flat,Joseph van Dam,BEL,427
9,1926-07-04,189.0,Bordeaux,Bayonne,Flat,Nicolas Frantz,LUX,612
10,1926-07-06,326.0,Bayonne,Luchon,Mountain,Lucien Buysse,BEL,505
11,1926-07-08,323.0,Luchon,Perpignan,Mountain,Lucien Buysse,BEL,505
12,1926-07-10,427.0,Perpignan,Toulon,Flat,Nicolas Frantz,LUX,612
13,1926-07-12,280.0,Toulon,Nice,Flat,Nicolas Frantz,LUX,612
14,1926-07-14,275.0,Nice,Briançon,Mountain,Bartolomeo Aimo,ITA,66
15,1926-07-16,303.0,Briançon,Evian,Mountain,Joseph van Dam,BEL,427
16,1926-07-17,321.0,Evian,Dijon,Flat,Camille van de Casteele,BEL,96
17,1926-07-18,341.0,Dijon,Paris,Flat,Aimé Dossche,BEL,12
1,1925-06-21,340.0,Paris,Le Havre,Flat,Ottavio Bottecchia,ITA,627
2,1925-06-23,371.0,Le Havre,Cherbourg,Flat,Romain Bellenger,FRA,747
3,1925-06-25,405.0,Cherbourg,Brest,Flat,Louis Mottiat,BEL,496
4,1925-06-26,208.0,Brest,Vannes,Flat,Nicolas Frantz,LUX,612
5,1925-06-27,204.0,Vannes,Les Sables-d'Olonne,Flat,Nicolas Frantz,LUX,612
6,1925-06-28,293.0,Les Sables-d'Olonne,Bordeaux,Flat,Ottavio Bottecchia,ITA,627
7,1925-06-29,189.0,Bordeaux,Bayonne,Flat,Ottavio Bottecchia,ITA,627
8,1925-07-01,326.0,Bayonne,Luchon,Mountain,Adelin Benoît,BEL,4
9,1925-07-03,323.0,Luchon,Perpignan,Mountain,Nicolas Frantz,LUX,612
10,1925-07-04,215.0,Perpignan,Nîmes,Flat,Theophile Beeckman,BEL,803
11,1925-07-05,215.0,Nîmes,Toulon,Flat,Lucien Buysse,BEL,505
12,1925-07-07,280.0,Toulon,Nice,Mountain,Lucien Buysse,BEL,505
13,1925-07-09,275.0,Nice,Briançon,Mountain,Bartolomeo Aimo,ITA,66
14,1925-07-11,303.0,Briançon,Evian,Mountain,Hector Martin,BEL,318
15,1925-07-13,373.0,Evian,Mulhouse,Mountain,Nicolas Frantz,LUX,612
16,1925-07-15,334.0,Mulhouse,Metz,Flat,Hector Martin,BEL,318
17,1925-07-17,433.0,Metz,Dunkerque,Flat,Hector Martin,BEL,318
18,1925-07-19,343.0,Dunkerque,Paris,Flat,Ottavio Bottecchia,ITA,627
1,1924-06-22,381.0,Paris,Le Havre,Flat,Ottavio Bottecchia,ITA,627
2,1924-06-24,371.0,Le Havre,Cherbourg,Flat,Romain Bellenger,FRA,747
3,1924-06-26,405.0,Cherbourg,Brest,Flat,Other,NA,626
4,1924-06-28,412.0,Brest,Les Sables-d'Olonne,Flat,Félix Goethals,FRA,251
5,1924-06-30,482.0,Les Sables-d'Olonne,Bayonne,Flat,Omer Huyse,BEL,622
6,1924-07-02,326.0,Bayonne,Luchon,Mountain,Ottavio Bottecchia,ITA,627
7,1924-07-04,323.0,Luchon,Perpignan,Mountain,Ottavio Bottecchia,ITA,627
8,1924-07-06,427.0,Perpignan,Toulon,Flat,Louis Mottiat,BEL,496
9,1924-07-08,280.0,Toulon,Nice,Mountain,Philippe Thys,BEL,660
10,1924-07-10,275.0,Nice,Briançon,Mountain,Giovanni Brunero,ITA,291
11,1924-07-12,307.0,Briançon,Gex,Mountain,Nicolas Frantz,LUX,612
12,1924-07-14,360.0,Gex,Strasbourg,Mountain,Nicolas Frantz,LUX,612
13,1924-07-16,300.0,Strasbourg,Metz,Flat,Arsène Alancourt,FRA,58
14,1924-07-18,433.0,Metz,Dunkerque,Flat,Romain Bellenger,FRA,747
15,1924-07-20,343.0,Dunkerque,Paris,Flat,Ottavio Bottecchia,ITA,627
1,1923-06-24,381.0,Paris,Le Havre,Flat,Robert Jacquinot,FRA,725
2,1923-06-26,371.0,Le Havre,Cherbourg,Flat,Ottavio Bottecchia,ITA,627
3,1923-06-28,405.0,Cherbourg,Brest,Flat,Henri Pélissier,FRA,329
4,1923-06-30,412.0,Brest,Les Sables d'Olonne,Flat,Albert Dejonghe,BEL,17
5,1923-07-02,482.0,Les Sables d'Olonne,Bayonne,Flat,Robert Jacquinot,FRA,725
6,1923-07-04,326.0,Bayonne,Luchon,Mountain,Jean Alavoine,FRA,365
7,1923-07-06,323.0,Luchon,Perpignan,Mountain,Jean Alavoine,FRA,365
8,1923-07-08,427.0,Perpignan,Toulon,Flat,Lucien Buysse,BEL,505
9,1923-07-10,281.0,Toulon,Nice,Mountain,Jean Alavoine,FRA,365
10,1923-07-12,275.0,Nice,Briançon,Mountain,Henri Pélissier,FRA,329
11,1923-07-14,260.0,Briançon,Geneva,Mountain,Henri Pélissier,FRA,329
12,1923-07-16,377.0,Geneva,Strasbourg,Flat,Joseph Muller,FRA,425
13,1923-07-18,300.0,Strasbourg,Metz,Flat,Romain Bellenger,FRA,747
14,1923-07-20,433.0,Metz,Dunkerque,Flat,Félix Goethals,FRA,251
15,1923-07-22,343.0,Dunkerque,Paris,Flat,Félix Goethals,FRA,251
1,1922-06-25,388.0,Paris,Le Havre,Flat,Robert Jacquinot,FRA,725
2,1922-06-27,364.0,Le Havre,Cherbourg,Flat,Romain Bellenger,FRA,747
3,1922-06-29,405.0,Cherbourg,Brest,Flat,Robert Jacquinot,FRA,725
4,1922-07-01,412.0,Brest,Les Sables d'Olonne,Flat,Philippe Thys,BEL,660
5,1922-07-03,482.0,Les Sables d'Olonne,Bayonne,Flat,Jean Alavoine,FRA,365
6,1922-07-05,326.0,Bayonne,Luchon,Mountain,Jean Alavoine,FRA,365
7,1922-07-07,323.0,Luchon,Perpignan,Mountain,Jean Alavoine,FRA,365
8,1922-07-09,411.0,Perpignan,Toulon,Flat,Philippe Thys,BEL,660
9,1922-07-11,284.0,Toulon,Nice,Mountain,Philippe Thys,BEL,660
10,1922-07-13,274.0,Nice,Briançon,Mountain,Philippe Thys,BEL,660
11,1922-07-15,260.0,Briançon,Geneva,Mountain,Emile Masson},BEL,173
12,1922-07-17,371.0,Geneva,Strasbourg,Flat,Emile Masson,BEL,172
13,1922-07-19,300.0,Strasbourg,Metz,Flat,Federico Gay,ITA,206
14,1922-07-21,433.0,Metz,Dunkerque,Flat,Félix Sellier,BEL,252
15,1922-07-23,340.0,Dunkerque,Paris,Flat,Philippe Thys,BEL,660
1,1921-06-26,388.0,Paris,Le Havre,Flat,Louis Mottiat,BEL,496
2,1921-06-28,364.0,Le Havre,Cherbourg,Flat,Romain Bellenger,FRA,747
3,1921-06-30,405.0,Cherbourg,Brest,Flat,Leon Scieur,BEL,485
4,1921-07-02,412.0,Brest,Les Sables-d'Olonne,Flat,Louis Mottiat,BEL,496
5,1921-07-04,482.0,Les Sables-d'Olonne,Bayonne,Flat,Louis Mottiat,BEL,496
6,1921-07-06,326.0,Bayonne,Luchon,Mountain,Hector Heusghem,BEL,317
7,1921-07-08,323.0,Luchon,Perpignan,Mountain,Louis Mottiat,BEL,496
8,1921-07-10,411.0,Perpignan,Toulon,Flat,Luigi Lucotti,ITA,517
9,1921-07-12,272.0,Toulon,Nice,Mountain,Firmin Lambot,BEL,220
10,1921-07-14,333.0,Nice,Grenoble,Mountain,Leon Scieur,BEL,485
11,1921-07-16,325.0,Grenoble,Geneva,Mountain,Félix Goethals,FRA,251
12,1921-07-18,371.0,Geneva,Strasbourg,Flat,Honoré Barthélemy,FRA,336
13,1921-07-20,300.0,Strasbourg,Metz,Flat,Félix Sellier,BEL,252
14,1921-07-22,433.0,Metz,Dunkerque,Flat,Félix Goethals,FRA,251
15,1921-07-24,340.0,Dunkerque,Paris,Flat,Félix Goethals,FRA,251
1,1920-06-27,388.0,Paris,Le Havre,Flat,Louis Mottiat,BEL,496
2,1920-06-29,364.0,Le Havre,Cherbourg,Flat,Philippe Thys,BEL,660
3,1920-07-01,405.0,Cherbourg,Brest,Flat,Henri Pélissier,FRA,329
4,1920-07-03,412.0,Brest,Les Sables d'Olonne,Flat,Henri Pélissier,FRA,329
5,1920-07-05,482.0,Les Sables d'Olonne,Bayonne,Flat,Firmin Lambot,BEL,220
6,1920-07-07,326.0,Bayonne,Luchon,Mountain,Firmin Lambot,BEL,220
7,1920-07-09,323.0,Luchon,Perpignan,Mountain,Jean Rossius,BEL,380
8,1920-07-11,325.0,Perpignan,Aix-en-Provence,Flat,Louis Heusghem,BEL,495
9,1920-07-14,356.0,Aix-en-Provence,Nice,Mountain,Philippe Thys,BEL,660
10,1920-07-16,333.0,Nice,Grenoble,Mountain,Hector Heusghem,BEL,317
11,1920-07-18,362.0,Grenoble,Gex,Mountain,Léon Scieur,BEL,524
12,1920-07-20,354.0,Gex,Strasbourg,Flat,Philippe Thys,BEL,660
13,1920-07-22,300.0,Strasbourg,Metz,Flat,Philippe Thys,BEL,660
14,1920-07-24,433.0,Metz,Dunkerque,Flat,Félix Goethals,FRA,251
15,1920-07-27,340.0,Dunkerque,Paris,Flat,Jean Rossius,BEL,380
1,1919-06-29,388.0,Paris,Le Havre,Flat,Jean Rossius,BEL,380
2,1919-07-01,364.0,Le Havre,Cherbourg,Flat,Henri Pélissier,FRA,329
3,1919-07-03,405.0,Cherbourg,Brest,Flat,Francis Pélissier,FRA,228
4,1919-07-05,412.0,Brest,Les Sables-d'Olonne,Flat,Jean Alavoine,FRA,365
5,1919-07-07,482.0,Les Sables-d'Olonne,Bayonne,Flat,Jean Alavoine,FRA,365
6,1919-07-09,326.0,Bayonne,Luchon,Mountain,Honore Barthelemy,FRA,335
7,1919-07-11,323.0,Luchon,Perpignan,Mountain,Jean Alavoine,FRA,365
8,1919-07-13,370.0,Perpignan,Marseille,Flat,Jean Alavoine,FRA,365
9,1919-07-15,338.0,Marseille,Nice,Mountain,Honoré Barthélemy,FRA,336
10,1919-07-17,333.0,Nice,Grenoble,Mountain,Honoré Barthélemy,FRA,336
11,1919-07-19,325.0,Grenoble,Geneva,Mountain,Honoré Barthélemy,FRA,336
12,1919-07-21,371.0,Geneva,Strasbourg,Mountain,Luigi Lucotti,ITA,517
13,1919-07-23,315.0,Strasbourg,Metz,Flat,Luigi Lucotti,ITA,517
14,1919-07-25,468.0,Metz,Dunkerque,Flat,Firmin Lambot,BEL,220
15,1919-07-27,340.0,Dunkerque,Paris,Flat,Jean Alavoine,FRA,365
1,1914-06-28,388.0,Paris,Le Havre,Flat,Philippe Thys,BEL,660
2,1914-06-30,364.0,Le Havre,Cherbourg,Flat,Jean Rossius,BEL,380
3,1914-07-02,405.0,Cherbourg,Brest,Flat,Emile Engel,FRA,169
4,1914-07-04,470.0,Brest,La Rochelle,Flat,Oscar Egg,SUI,625
5,1914-07-06,376.0,La Rochelle,Bayonne,Flat,Oscar Egg,SUI,625
6,1914-07-08,326.0,Bayonne,Luchon,Mountain,Firmin Lambot,BEL,220
7,1914-07-10,323.0,Luchon,Perpignan,Mountain,Jean Alavoine,FRA,365
8,1914-07-12,370.0,Perpignan,Marseille,Flat,Octave Lapize,FRA,618
9,1914-07-14,338.0,Marseille,Nice,Mountain,Jean Rossius,BEL,380
10,1914-07-16,323.0,Nice,Grenoble,Mountain,Henri Pélissier,FRA,329
11,1914-07-18,325.0,Grenoble,Geneva,Mountain,Gustave Garrigou,FRA,312
12,1914-07-20,325.0,Geneva,Belfort,Mountain,Henri Pélissier,FRA,329
13,1914-07-22,325.0,Belfort,Longwy,Mountain,François Faber,LUX,238
14,1914-07-24,390.0,Longwy,Dunkerque,Flat,François Faber,LUX,238
15,1914-07-26,340.0,Dunkerque,Paris,Flat,Henri Pélissier,FRA,329
1,1913-06-29,388.0,Paris,Le Havre,Flat,Giovanni Micheletto,ITA,294
2,1913-07-01,364.0,Le Havre,Cherbourg,Flat,Jules Masselis,BEL,448
3,1913-07-03,405.0,Cherbourg,Brest,Flat,Henri Pelissier,FRA,327
4,1913-07-05,470.0,Brest,La Rochelle,Flat,Marcel Buysse,BEL,534
5,1913-07-07,379.0,La Rochelle,Bayonne,Flat,Henri Van Lerberghe,BEL,330
6,1913-07-09,326.0,Bayonne,Luchon,Mountain,Philippe Thys,BEL,660
7,1913-07-11,324.0,Luchon,Perpignan,Mountain,Marcel Buysse,BEL,534
8,1913-07-13,325.0,Perpignan,Aix-en-Provence,Flat,Gustave Garrigou,FRA,312
9,1913-07-15,356.0,Aix-en-Provence,Nice,Mountain,Firmin Lambot,BEL,220
10,1913-07-17,333.0,Nice,Grenoble,Mountain,Francois Faber,LUX,232
11,1913-07-19,325.0,Grenoble,Geneva,Mountain,Marcel Buysse,BEL,534
12,1913-07-21,335.0,Geneva,Belfort,Mountain,Marcel Buysse,BEL,534
13,1913-07-23,325.0,Belfort,Longwy,Mountain,François Faber,LUX,238
14,1913-07-25,393.0,Longwy,Dunkerque,Flat,Marcel Buysse,BEL,534
15,1913-07-27,340.0,Dunkerque,Paris,Flat,Marcel Buysse,BEL,534
1,1912-06-30,351.0,Paris,Dunkerque,Flat,Charles Crupelandt,FRA,102
2,1912-07-02,388.0,Dunkerque,Longwy,Flat,Odile Defraye,BEL,619
3,1912-07-04,331.0,Longwy,Belfort,Mountain,Eugène Christophe,FRA,190
4,1912-07-06,344.0,Belfort,Chamonix,Mountain,Eugène Christophe,FRA,190
5,1912-07-08,366.0,Chamonix,Grenoble,Mountain,Eugène Christophe,FRA,190
6,1912-07-10,323.0,Grenoble,Nice,Mountain,Octave Lapize,FRA,618
7,1912-07-12,334.0,Nice,Marseille,Mountain,Odile Defraye,BEL,619
8,1912-07-14,335.0,Marseille,Perpignan,Flat,Vicenzo Borgarello,ITA,828
9,1912-07-16,289.0,Perpignan,Luchon,Mountain,Odile Defraye,BEL,619
10,1912-07-18,326.0,Luchon,Bayonne,Mountain,Louis Mottiat,BEL,496
11,1912-07-20,379.0,Bayonne,La Rochelle,Flat,Jean Alavoine,FRA,365
12,1912-07-21,470.0,La Rochelle,Brest,Flat,Louis Heusghem,BEL,495
13,1912-07-24,405.0,Brest,Cherbourg,Flat,Jean Alavoine,FRA,365
14,1912-07-26,361.0,Cherbourg,Le Havre,Flat,Vicenzo Borgarello,ITA,828
15,1912-07-28,317.0,Le Havre,Paris,Flat,Jean Alavoine,FRA,365
1,1911-07-02,351.0,Paris,Dunkerque,Flat,Gustave Garrigou,FRA,312
2,1911-07-04,388.0,Dunkerque,Longwy,Flat,Jules Masselis,BEL,448
3,1911-07-06,331.0,Longwy,Belfort,Mountain,François Faber,LUX,238
4,1911-07-08,344.0,Belfort,Chamonix,Mountain,Charles Crupelandt,FRA,102
5,1911-07-10,366.0,Chamonix,Grenoble,Mountain,Émile Georget,FRA,865
6,1911-07-12,348.0,Grenoble,Nice,Mountain,François Faber,LUX,238
7,1911-07-14,334.0,Nice,Marseille,Mountain,Charles Crupelandt,FRA,102
8,1911-07-16,335.0,Marseille,Perpignan,Flat,Paul Duboc,FRA,642
9,1911-07-18,289.0,Perpignan,Luchon,Mountain,Paul Duboc,FRA,642
10,1911-07-20,326.0,Luchon,Bayonne,Mountain,Maurice Brocco,FRA,572
11,1911-07-22,379.0,Bayonne,La Rochelle,Flat,Paul Duboc,FRA,642
12,1911-07-23,470.0,La Rochelle,Brest,Flat,Marcel Godivier,FRA,537
13,1911-07-26,405.0,Brest,Cherbourg,Flat,Gustave Garrigou,FRA,312
14,1911-07-28,361.0,Cherbourg,Le Havre,Flat,Paul Duboc,FRA,642
15,1911-07-30,317.0,Le Havre,Paris,Flat,Marcel Godivier,FRA,537
1,1910-07-03,269.0,Paris,Roubaix,Flat,Charles Crupelandt,FRA,102
2,1910-07-05,398.0,Roubaix,Metz,Flat,François Faber,LUX,238
3,1910-07-07,259.0,Metz,Belfort,Mountain,Emile Georget,FRA,170
4,1910-07-09,309.0,Belfort,Lyon,Mountain,François Faber,LUX,238
5,1910-07-11,311.0,Lyon,Grenoble,Mountain,Octave Lapize,FRA,618
6,1910-07-13,345.0,Grenoble,Nice,Mountain,Julien Maitron,FRA,452
7,1910-07-15,345.0,Nice,Nîmes,Flat,François Faber,LUX,238
8,1910-07-17,216.0,Nîmes,Perpignan,Flat,Georges Paulmier,FRA,263
9,1910-07-19,289.0,Perpignan,Luchon,Mountain,Octave Lapize,FRA,618
10,1910-07-21,326.0,Luchon,Bayonne,Mountain,Octave Lapize,FRA,618
11,1910-07-23,269.0,Bayonne,Bordeaux,Flat,Ernest Paul,FRA,184
12,1910-07-25,391.0,Bordeaux,Nantes,Flat,Louis Trousselier,FRA,499
13,1910-07-27,321.0,Nantes,Brest,Flat,Gustave Garrigou,FRA,312
14,1910-07-29,424.0,Brest,Caen,Flat,Octave Lapize,FRA,618
15,1910-07-31,262.0,Caen,Paris,Flat,Ernesto Azzini,ITA,185
1,1909-07-05,272.0,Paris,Roubaix,Flat,Cyrille van Hauwaert,BEL,125
2,1909-07-07,398.0,Roubaix,Metz,Flat,François Faber,LUX,238
3,1909-07-09,259.0,Metz,Belfort,Mountain,François Faber,LUX,238
4,1909-07-11,309.0,Belfort,Lyon,Mountain,François Faber,LUX,238
5,1909-07-13,311.0,Lyon,Grenoble,Mountain,François Faber,LUX,238
6,1909-07-15,346.0,Grenoble,Nice,Mountain,François Faber,LUX,238
7,1909-07-17,345.0,Nice,Nîmes,Flat,Ernest Paul,FRA,184
8,1909-07-19,303.0,Nîmes,Toulouse,Flat,Jean Alavoine,FRA,365
9,1909-07-21,299.0,Toulouse,Bayonne,Flat,Constant Ménager,FRA,119
10,1909-07-23,269.0,Bayonne,Bordeaux,Flat,François Faber,LUX,238
11,1909-07-25,391.0,Bordeaux,Nantes,Flat,Louis Trousselier,FRA,499
12,1909-07-27,321.0,Nantes,Brest,Flat,Gustave Garrigou,FRA,312
13,1909-07-29,424.0,Brest,Caen,Flat,Paul Duboc,FRA,642
14,1909-08-01,250.0,Caen,Paris,Flat,Jean Alavoine,FRA,365
1,1908-07-13,272.0,Paris,Roubaix,Flat,Georges Passerieu,FRA,262
2,1908-07-15,398.0,Roubaix,Metz,Flat,Lucien Petit-Breton,FRA,507
3,1908-07-17,259.0,Metz,Belfort,Mountain,François Faber,LUX,238
4,1908-07-19,309.0,Belfort,Lyon,Mountain,François Faber,LUX,238
5,1908-07-21,311.0,Lyon,Grenoble,Mountain,Georges Passerieu,FRA,262
6,1908-07-23,345.0,Grenoble,Nice,Mountain,Jean-Baptiste Dortignacq,FRA,382
7,1908-07-25,354.0,Nice,Nîmes,Flat,Lucien Petit-Breton,FRA,507
8,1908-07-27,303.0,Nîmes,Toulouse,Flat,François Faber,LUX,238
9,1908-07-29,299.0,Toulouse,Bayonne,Flat,Lucien Petit-Breton,FRA,507
10,1908-07-31,269.0,Bayonne,Bordeaux,Flat,Georges Paulmier,FRA,263
11,1908-08-02,391.0,Bordeaux,Nantes,Flat,Lucien Petit-Breton,FRA,507
12,1908-08-04,321.0,Nantes,Brest,Flat,François Faber,LUX,238
13,1908-08-06,415.0,Brest,Caen,Flat,Georges Passerieu,FRA,262
14,1908-08-09,251.0,Caen,Paris,Flat,Lucien Petit-Breton,FRA,507
1,1907-07-08,272.0,Paris,Roubaix,Flat,Louis Trousselier,FRA,499
2,1907-07-10,398.0,Roubaix,Metz,Flat,Emile Georget,NA,170
3,1907-07-12,259.0,Metz,Belfort,Mountain,Emile Georget,FRA,170
4,1907-07-14,309.0,Belfort,Lyon,Mountain,Marcel Cadolle,FRA,535
5,1907-07-16,311.0,Lyon,Grenoble,Mountain,Emile Georget,FRA,170
6,1907-07-18,345.0,Grenoble,Nice,Mountain,Georges Passerieu,FRA,262
7,1907-07-20,345.0,Nice,Nîmes,Flat,Emile Georget,FRA,170
8,1907-07-22,303.0,Nîmes,Toulouse,Flat,Emile Georget,FRA,170
9,1907-07-24,299.0,Toulouse,Bayonne,Flat,Lucien Petit-Breton,FRA,507
10,1907-07-26,269.0,Bayonne,Bordeaux,Flat,Gustave Garrigou,FRA,312
11,1907-07-28,391.0,Bordeaux,Nantes,Flat,Lucien Petit-Breton,FRA,507
12,1907-07-30,321.0,Nantes,Brest,Flat,Gustave Garrigou,FRA,312
13,1907-08-01,415.0,Brest,Caen,Flat,Emile Georget,FRA,170
14,1907-08-04,251.0,Caen,Paris,Flat,Georges Passerieu,FRA,262
1,1906-07-04,275.0,Paris,Lille,Flat,Emile Georget,FRA,170
2,1906-07-06,400.0,Douai,Nancy,Flat,René Pottier,FRA,708
3,1906-07-08,416.0,Nancy,Dijon,Mountain,René Pottier,FRA,708
4,1906-07-10,311.0,Dijon,Grenoble,Flat,René Pottier,FRA,708
